City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,mount gambier,-37.8333,140.7667,68.05,51,100,4.03,AU,1680573001
365,geraldton,-28.7667,114.6,73.81,64,75,18.41,AU,1680573176
366,lavrentiya,65.5833,-171.0,4.12,82,77,7.29,RU,1680573342
367,pemangkat,1.1667,108.9667,81.57,74,78,5.3,ID,1680573343
368,lamu,-2.2717,40.902,79.02,79,65,8.03,KE,1680573343
369,puerto ayacucho,5.6639,-67.6236,81.68,61,37,3.6,VE,1680573343
370,edd,13.9297,41.6925,78.53,78,93,2.1,ER,1680573343
371,naze,28.3667,129.4833,67.12,61,86,21.03,JP,1680573225
372,klaeng,12.7797,101.6483,91.47,96,12,8.72,TH,1680573078
373,moroni,-11.7022,43.2551,79.25,81,78,3.04,KM,1680573343
374,edgewater,28.9889,-80.9023,76.17,84,0,13.8,US,1680573344
375,regina,50.4501,-104.6178,14.11,76,100,6.91,CA,1680573187
376,hithadhoo,-0.6,73.0833,82.36,69,32,8.34,MV,1680573150
377,anchorage,61.2181,-149.9003,38.28,53,100,5.75,US,1680573344
378,kampene,-3.6,26.6667,67.05,99,96,1.95,CD,1680573345
379,hovd,48.0056,91.6419,23.27,11,0,1.45,MN,1680573219
380,wundanyi,-3.4019,38.364,61.61,92,89,3.0,KE,1680573345
381,camocim,-2.9022,-40.8411,75.36,91,100,0.74,BR,1680573345
382,medea,36.2642,2.7539,40.68,67,100,3.69,DZ,1680573345
383,chokwe,-24.5333,32.9833,69.69,80,5,3.04,MZ,1680573345
384,sao joao da barra,-21.6403,-41.0511,72.43,87,95,7.18,BR,1680573170
385,belaya gora,68.5333,146.4167,13.12,74,9,2.77,RU,1680573209
386,belmonte,-15.8631,-38.8828,74.89,89,99,8.77,BR,1680573225
387,saldanha,-33.0117,17.9442,53.65,93,100,7.38,ZA,1680573140
388,korla,41.7597,86.1469,33.01,16,0,11.14,CN,1680573346
389,lompoc,34.6391,-120.4579,53.6,66,0,29.93,US,1680572866
390,mankono,8.0586,-6.1897,72.21,84,63,6.24,CI,1680573346
391,batagay-alyta,67.8006,130.4114,11.21,69,100,1.48,RU,1680573347
392,villaviciosa,43.4813,-5.4357,53.22,88,59,6.62,ES,1680573347
393,aurangabad,19.8833,75.3333,73.49,64,11,0.0,IN,1680573347
394,ancud,-41.8697,-73.8203,52.41,93,68,3.96,CL,1680573125
395,jacqueville,5.2052,-4.4146,80.1,85,100,7.18,CI,1680573347
396,kavaratti,10.5669,72.642,81.21,71,100,8.08,IN,1680573147
397,skelleftea,64.7507,20.9528,17.96,96,26,4.61,SE,1680573348
398,lasa,46.6166,10.7002,30.36,75,26,6.6,IT,1680573178
399,tabou,4.423,-7.3528,76.89,90,100,2.57,CI,1680573348
400,salta,-24.7859,-65.4117,68.59,91,75,3.44,AR,1680573348
401,broome,42.2506,-75.833,59.38,44,100,3.44,US,1680573204
402,tuatapere,-46.1333,167.6833,63.39,55,63,3.94,NZ,1680573166
403,burns lake,54.2331,-125.7533,36.82,78,94,2.95,CA,1680573349
404,bowen,-20.0167,148.2333,80.76,76,22,7.36,AU,1680573164
405,cavalcante,-13.7975,-47.4583,65.88,86,80,2.71,BR,1680573349
406,tura,25.5198,90.2201,72.18,68,7,5.95,IN,1680573144
407,torbay,47.6666,-52.7314,30.58,83,75,16.11,CA,1680573166
408,kintinku,-5.8833,35.2333,65.7,90,88,1.21,TZ,1680573349
409,diapaga,12.0708,1.7889,85.89,9,92,3.56,BF,1680573350
410,matara,5.9485,80.5353,78.01,85,85,0.36,LK,1680573350
411,nemuro,43.3236,145.575,40.08,65,99,14.67,JP,1680573350
412,muros,42.7762,-9.0603,52.09,86,96,6.08,ES,1680573195
413,kirakira,-10.4544,161.9205,86.86,67,31,7.11,SB,1680573350
414,sainte-marie,-20.8968,55.5496,75.36,91,40,8.05,RE,1680573350
415,zinder,13.8072,8.9881,75.25,8,5,6.51,NE,1680573351
416,dunmore east,52.1514,-6.9861,47.68,72,100,12.03,IE,1680573351
417,sabang,5.8933,95.3214,81.21,74,79,2.64,ID,1680573226
418,petropavlovsk-kamchatskiy,53.0452,158.6483,37.99,48,0,11.18,RU,1680573351
419,roald,62.5833,6.1333,40.75,87,100,4.61,NO,1680573160
420,fort nelson,58.8053,-122.7002,33.39,40,75,8.05,CA,1680573179
421,moron,-34.6534,-58.6198,67.75,91,98,2.35,AR,1680573352
422,palmer,42.1584,-72.3287,48.81,63,75,9.22,US,1680572991
423,snasa,64.2457,12.3778,33.21,99,100,2.89,NO,1680573352
424,inverell,-29.7833,151.1167,79.66,47,0,8.99,AU,1680573352
425,russell,32.3502,-85.1999,65.48,94,75,0.0,US,1680573062
426,rundu,-17.9333,19.7667,65.07,64,71,0.76,NA,1680573353
427,gisborne,-38.6533,178.0042,62.44,51,2,13.06,NZ,1680573353
428,lodja,-3.4833,23.4333,66.04,99,100,0.36,CD,1680573353
429,san luis,-33.295,-66.3356,65.53,75,100,11.21,AR,1680573039
430,floresta,-8.6011,-38.5686,76.33,67,94,10.89,BR,1680573353
431,moscow,55.7522,37.6156,45.14,93,100,4.27,RU,1680573230
432,colares,38.7992,-9.4469,57.33,73,100,14.0,PT,1680573354
433,aklavik,68.2191,-135.0107,17.53,91,100,9.62,CA,1680573130
434,whyalla,-33.0333,137.5833,76.03,30,92,6.46,AU,1680573354
435,conde,-7.2597,-34.9075,78.26,83,75,3.44,BR,1680573354
436,harnosand,62.6323,17.9379,26.6,89,98,4.99,SE,1680573354
437,baloda bazar,21.6667,82.1667,85.8,22,42,4.0,IN,1680573354
438,langxiang,46.95,128.8833,38.3,22,89,11.74,CN,1680573355
439,sheltozero,61.3667,35.3667,27.66,97,100,8.63,RU,1680573355
440,belmont,37.5202,-122.2758,53.65,62,20,32.21,US,1680573355
441,musoma,-1.5,33.8,66.25,90,100,5.26,TZ,1680573355
442,coffs harbour,-30.3,153.1333,75.13,64,4,17.27,AU,1680573355
443,sao sebastiao,-23.76,-45.4097,71.06,86,16,6.87,BR,1680573131
444,samarai,-10.6167,150.6667,83.68,75,100,8.34,PG,1680573193
445,smirnykh,49.75,142.8333,45.41,71,100,3.98,RU,1680573356
446,bar harbor,44.3876,-68.2039,42.26,79,100,16.11,US,1680573356
447,biak,-0.9131,122.8766,81.55,73,100,0.31,ID,1680573164
448,lichuan,30.3,108.85,54.45,98,100,1.32,CN,1680573356
449,udachnyy,66.4167,112.4,3.45,77,100,19.04,RU,1680573356
450,mayor pablo lagerenza,-19.9309,-60.7718,78.66,68,60,4.94,PY,1680573201
451,bakchar,57.0186,82.0711,32.34,90,100,3.91,RU,1680573357
452,mangrol,21.1167,70.1167,76.14,77,6,6.62,IN,1680573357
453,baykit,61.67,96.37,22.39,88,100,10.09,RU,1680573357
454,abha,18.2164,42.5053,55.65,82,40,8.05,SA,1680573357
455,sokoto,13.0609,5.239,80.33,9,13,6.6,NG,1680573357
456,vardo,70.3705,31.1107,31.53,81,100,19.46,NO,1680573170
457,tornio,65.8481,24.1466,15.82,88,91,7.45,FI,1680573358
458,yakima,46.4665,-120.6678,49.44,36,0,17.27,US,1680573133
459,gallipoli,40.4103,26.6708,53.46,89,100,9.17,TR,1680573358
460,teya,60.3778,92.6267,22.03,88,99,10.07,RU,1680573358
461,xiongyue,40.1774,122.1228,50.23,41,100,15.88,CN,1680573359
462,west bay,19.3667,-81.4167,80.67,79,20,3.44,KY,1680573359
463,livingstonia,-10.606,34.1063,64.24,90,89,2.73,MW,1680573359
464,muyezerskiy,63.9333,31.65,2.52,100,100,3.71,RU,1680573359
465,placido de castro,-10.3353,-67.1856,72.57,95,88,2.48,BR,1680573359
466,pouembout,-21.1333,164.9,86.41,63,99,2.98,NC,1680573359
467,mmathubudukwane,-24.6,26.4333,66.07,63,0,4.21,BW,1680573360
468,linguere,15.3953,-15.1193,77.86,39,36,8.03,SN,1680573360
469,karasburg,-28.0167,18.75,57.38,48,0,9.17,NA,1680573360
470,soyo,-6.1349,12.3689,80.19,80,100,5.93,AO,1680573212
471,tongzi,28.7829,105.0877,63.21,63,99,5.5,CN,1680573360
472,kermanshah,34.3142,47.065,34.7,93,0,0.0,IR,1680573360
473,beloha,-25.1667,45.05,69.75,94,0,5.97,MG,1680573135
474,kukes,42.0769,20.4219,37.98,99,100,5.55,AL,1680573361
475,pasighat,28.0667,95.3333,63.86,83,100,2.48,IN,1680573361
476,cedar city,37.6775,-113.0619,24.4,100,100,6.91,US,1680573361
477,moree,-29.4667,149.85,79.02,39,0,4.12,AU,1680573361
478,ewo,-0.8725,14.8206,73.9,89,96,3.4,CG,1680573361
479,hamilton,39.1834,-84.5333,66.83,62,0,16.11,US,1680572973
480,ilulissat,69.2167,-51.1,-16.1,98,26,4.72,GL,1680573362
481,kloulklubed,7.0419,134.2556,82.9,76,100,8.77,PW,1680573362
482,shieli,44.1667,66.75,52.43,71,100,4.83,KZ,1680573362
483,hailar,49.2,119.7,29.64,23,0,21.32,CN,1680573130
484,natal,-5.795,-35.2094,77.65,88,40,4.61,BR,1680573363
485,verkhnevilyuysk,63.4453,120.3167,24.35,91,100,6.85,RU,1680573363
486,arica,-18.475,-70.3042,78.35,69,0,2.3,CL,1680573090
487,griffith,41.5284,-87.4237,55.89,71,100,11.5,US,1680573364
488,kalispell,48.1958,-114.3129,39.24,53,20,4.61,US,1680573320
489,anshun,26.25,105.9333,71.06,35,0,14.97,CN,1680573364
490,bitung,1.4451,125.1824,81.45,75,98,4.41,ID,1680573214
491,hambantota,6.1241,81.1185,75.54,100,40,0.0,LK,1680573223
492,meadow lake,34.8014,-106.5436,67.48,8,0,21.61,US,1680573365
493,vredendal,-31.6683,18.5012,60.8,81,6,3.11,ZA,1680573365
494,sorland,67.667,12.6934,39.06,89,98,9.31,NO,1680573122
495,turbat,26.0023,63.044,70.83,51,0,1.92,PK,1680573189
496,manono,-7.3,27.4167,69.73,96,100,1.25,CD,1680573366
497,omura,32.9214,129.9539,64.22,68,75,3.44,JP,1680573366
498,lahan,26.7296,86.4951,79.23,37,3,6.08,NP,1680573366
499,manggar,-2.8833,108.2667,83.23,69,67,2.33,ID,1680573366
500,namibe,-15.1961,12.1522,74.77,78,35,6.4,AO,1680573136
501,sault sainte marie,46.5168,-84.3333,32.29,93,75,8.05,CA,1680573107
502,javanrud,34.7961,46.5172,40.35,84,0,3.11,IR,1680573367
503,alcudia,39.8532,3.1214,50.38,69,8,8.19,ES,1680573367
504,dauphin,51.1494,-100.0502,11.8,93,100,3.65,CA,1680572887
505,mattawa,46.7379,-119.9028,50.61,52,83,12.5,US,1680573368
506,gao,16.6362,1.637,77.56,8,6,8.43,ML,1680573368
507,maracaju,-21.6144,-55.1683,73.62,74,53,5.5,BR,1680573368
508,elizabeth city,36.2946,-76.2511,64.42,78,0,10.36,US,1680573368
509,igarka,67.4667,86.5833,-12.59,91,95,5.5,RU,1680573368
510,laguna de perlas,12.3429,-83.6712,78.26,79,21,14.65,NI,1680573368
511,ixtapa,20.7,-105.2,76.23,73,40,5.75,MX,1680573157
512,irituia,-1.7711,-47.4381,71.6,99,99,1.9,BR,1680573369
513,carrollton,32.9537,-96.8903,84.67,63,75,18.41,US,1680573349
514,vitim,59.4511,112.5578,26.56,94,100,14.43,RU,1680573163
515,porbandar,21.6422,69.6093,73.38,88,20,4.61,IN,1680573369
516,yuty,-26.6,-56.25,72.68,49,3,5.93,PY,1680573370
517,saint-medard-en-jalles,44.8969,-0.7214,43.02,81,0,9.22,FR,1680573370
518,turukhansk,65.8167,87.9833,-12.93,91,27,6.71,RU,1680573155
519,humaita,-7.5061,-63.0208,72.72,96,64,1.61,BR,1680573370
520,miles city,46.4083,-105.8406,34.77,60,0,16.11,US,1680573371
521,mahibadhoo,3.7833,72.9667,81.57,70,10,3.13,MV,1680573167
522,mut,36.6439,33.4389,56.7,54,42,4.18,TR,1680573371
523,shenzhen,22.5455,114.0683,79.32,90,35,15.14,CN,1680573371
524,yulara,-25.2406,130.9889,83.62,35,100,7.18,AU,1680573188
525,tautira,-17.7333,-149.15,81.99,73,49,3.65,PF,1680573372
526,yinchuan,38.4681,106.2731,38.26,94,100,9.19,CN,1680573165
527,bacalar,18.6667,-88.3833,77.38,80,93,7.31,MX,1680573372
528,pampierstad,-27.7832,24.6877,55.63,38,0,7.92,ZA,1680573373
529,havoysund,70.9963,24.6622,35.83,83,95,21.61,NO,1680573373
530,moose factory,51.2585,-80.6094,5.0,72,0,8.05,CA,1680573373
531,bembereke,10.2283,2.6634,81.57,34,62,6.46,BJ,1680573373
532,killybegs,54.6333,-8.45,45.82,89,100,15.37,IE,1680573373
533,la palma,33.8464,-118.0467,61.18,34,0,18.41,US,1680573374
534,rudbar,30.15,62.6,65.97,14,0,8.88,AF,1680573374
535,shimoda,34.6667,138.95,62.1,53,0,7.14,JP,1680573374
536,panguna,-6.3164,155.4848,81.28,68,57,2.33,PG,1680573374
537,amahai,-3.3333,128.9167,82.8,76,80,3.33,ID,1680573375
538,arlit,18.7369,7.3853,77.86,6,99,8.16,NE,1680573375
539,volksrust,-27.3654,29.8818,50.43,85,79,3.47,ZA,1680573375
540,ekhabi,53.5102,142.9671,29.23,95,100,18.99,RU,1680573376
541,tucumcari,35.1717,-103.725,73.94,6,0,19.57,US,1680573376
542,cockburn town,21.4612,-71.1419,77.5,75,0,20.56,TC,1680573141
543,praia,14.9215,-23.5087,73.94,78,23,9.22,CV,1680573376
544,springbok,-29.6643,17.8865,53.15,52,0,6.44,ZA,1680573377
545,kimbe,-5.5502,150.1429,88.97,61,64,6.15,PG,1680573377
546,ban tak,17.0432,99.0813,88.21,49,2,7.0,TH,1680573377
547,bakel,14.905,-12.4568,85.87,7,5,9.22,SN,1680573135
548,qingyuan,23.7,113.0333,73.38,83,97,10.0,CN,1680573378
549,eureka,40.8021,-124.1637,47.25,74,35,5.01,US,1680573012
550,sayyan,15.1718,44.3244,57.69,70,64,1.28,YE,1680573378
551,digby,44.6169,-65.7655,36.7,75,100,20.31,CA,1680573378
552,fare,-16.7,-151.0167,82.13,73,98,7.96,PF,1680573378
553,slobodskoy,58.7322,50.1772,37.26,97,100,8.9,RU,1680573379
554,mizdah,31.4451,12.9801,51.33,46,2,8.23,LY,1680573379
555,guaimaro,21.05,-77.35,73.42,77,8,8.32,CU,1680573379
556,ust-kuyga,70.0167,135.6,15.6,84,97,2.01,RU,1680573171
557,wewak,-3.5534,143.6268,85.39,64,91,3.62,PG,1680573380
558,christchurch,-43.5333,172.6333,69.42,59,7,4.61,NZ,1680573207
559,muli,2.9167,73.5667,81.72,68,7,3.06,MV,1680573380
560,suda,59.1525,37.5582,34.41,99,100,6.85,RU,1680573380
561,pinega,64.7001,43.3936,12.58,96,99,3.94,RU,1680573380
562,fuyu,45.1833,124.8167,42.22,14,100,9.82,CN,1680573381
563,torres,-29.3353,-49.7269,67.82,86,15,6.22,BR,1680573148
564,moindou,-21.6924,165.677,84.83,66,73,5.37,NC,1680573381
565,chalmette,29.9427,-89.9634,78.85,86,75,13.8,US,1680573381
566,bambanglipuro,-7.95,110.2833,80.92,74,96,3.11,ID,1680573382
567,aykhal,66.0,111.5,-2.81,95,100,15.48,RU,1680573382
568,grafton,42.207,-71.6856,48.2,65,0,17.27,US,1680573382
569,ovalle,-30.5983,-71.2003,70.65,54,100,2.48,CL,1680573382
570,pimentel,-6.8367,-79.9342,80.89,83,75,8.05,PE,1680573382
571,san roque,36.2107,-5.3842,61.63,82,40,11.5,ES,1680573383
572,macas,-2.3167,-78.1167,66.74,98,100,2.21,EC,1680573213
